"Date","Price","Open","High","Low","Vol.","Change %"
"12/28/2018","358.20","354.60","363.00","353.20","27.46K","1.59%"
"01/02/2019","371.00","354.00","371.00","350.40","34.51K","3.57%"
"01/03/2019","359.00","366.00","367.80","358.40","45.98K","-3.23%"
"01/04/2019","360.80","362.00","365.60","358.40","56.47K","0.50%"
"01/07/2019","369.20","365.80","369.20","361.40","44.95K","2.33%"
"01/08/2019","367.80","370.40","371.20","363.20","44.88K","-0.38%"
"01/09/2019","369.60","371.00","373.00","365.40","37.96K","0.49%"
"01/10/2019","372.00","364.20","372.00","361.00","38.78K","0.65%"
"01/11/2019","371.20","372.00","376.40","367.80","78.33K","-0.22%"
"01/14/2019","368.40","368.00","372.00","363.80","54.58K","-0.75%"
"01/15/2019","372.00","373.60","373.80","363.20","40.22K","0.98%"
"01/16/2019","373.00","372.00","375.00","368.60","52.43K","0.27%"
"01/17/2019","367.00","373.00","378.20","365.60","58.75K","-1.61%"
"01/18/2019","372.60","372.20","378.00","367.80","94.82K","1.53%"
"01/21/2019","375.00","372.80","376.00","369.20","24.79K","0.64%"
"01/22/2019","374.80","370.20","378.40","370.00","51.66K","-0.05%"
"01/23/2019","380.80","372.60","381.80","372.00","81.06K","1.60%"
"01/24/2019","383.20","383.00","385.80","377.40","88.59K","0.63%"
"01/25/2019","374.40","387.00","387.40","374.40","69.12K","-2.30%"
"01/28/2019","375.00","378.00","380.00","373.00","58.78K","0.16%"
"01/29/2019","371.00","376.40","376.40","370.80","52.44K","-1.07%"
"01/30/2019","359.00","369.00","370.40","358.00","73.81K","-3.23%"
"01/31/2019","373.80","361.00","375.00","361.00","80.98K","4.12%"
"02/01/2019","378.20","372.00","379.00","371.60","32.17K","1.18%"
"02/04/2019","376.40","377.00","381.20","372.60","25.93K","-0.48%"
"02/05/2019","378.00","375.80","378.80","370.20","30.17K","0.43%"
"02/06/2019","380.00","377.00","384.00","374.60","38.11K","0.53%"
"02/07/2019","377.20","379.00","381.40","375.20","23.57K","-0.74%"
"02/08/2019","375.00","373.00","380.00","371.80","29.24K","-0.58%"
"02/11/2019","377.20","373.40","379.20","373.40","21.03K","0.59%"
"02/12/2019","379.40","377.20","381.60","377.20","40.23K","0.58%"
"02/13/2019","379.60","380.00","381.80","376.00","40.02K","0.05%"
"02/14/2019","371.60","381.00","381.00","371.60","38.15K","-2.11%"
